t,V
11.7376,0.1374
11.7378,0.1366
11.738,0.138
11.7382,0.1376
11.7384,0.1368
11.7386,0.1368
11.7388,0.1368
11.739,0.1374
11.7392,0.136
11.7394,0.1368
11.7396,0.1356
11.7398,0.1356
11.74,0.1362
11.7402,0.1362
11.7404,0.1366
11.7406,0.136
11.7408,0.1368
11.741,0.1372
11.7412,0.1364
11.7414,0.136
11.7416,0.1362
11.7418,0.1366
11.742,0.135
11.7422,0.1358
11.7424,0.135
11.7426,0.136
11.7428,0.1356
11.743,0.1362
11.7432,0.1354
11.7434,0.1366
11.7436,0.135
11.7438,0.1356
11.744,0.1348
11.7442,0.1362
11.7444,0.1354
11.7446,0.135
11.7448,0.1356
11.745,0.135
11.7452,0.1352
11.7454,0.1358
11.7456,0.136
11.7458,0.1352
11.746,0.1354
11.7462,0.1344
11.7464,0.1348
11.7466,0.1346
11.7468,0.1348
11.747,0.1348
11.7472,0.1344
11.7474,0.1348
11.7476,0.1354
11.7478,0.1352
11.748,0.1344
11.7482,0.1354
11.7484,0.135
11.7486,0.1346
11.7488,0.1334
11.749,0.1354
11.7492,0.1342
11.7494,0.135
11.7496,0.1338
11.7498,0.134
11.75,0.1346
11.7502,0.135
11.7504,0.1346
11.7506,0.1338
11.7508,0.1342
11.751,0.1342
11.7512,0.134
11.7514,0.134
11.7516,0.1342
11.7518,0.1342
11.752,0.1342
11.7522,0.1342
11.7524,0.1334
11.7526,0.1334
11.7528,0.1338
11.753,0.133
11.7532,0.1334
11.7534,0.134
11.7536,0.1334
11.7538,0.1338
11.754,0.1336
11.7542,0.1332
11.7544,0.1338
11.7546,0.133
11.7548,0.133
11.755,0.133
11.7552,0.1328
11.7554,0.1324
11.7556,0.1332
11.7558,0.132
11.756,0.1328
11.7562,0.1316
11.7564,0.1322
11.7566,0.1322
11.7568,0.132
11.757,0.132
11.7572,0.1322
11.7574,0.1324
11.7576,0.132
11.7578,0.1326
11.758,0.132
11.7582,0.1314
11.7584,0.1316
11.7586,0.1326
11.7588,0.131
11.759,0.132
11.7592,0.1322
11.7594,0.131
11.7596,0.1316
11.7598,0.1314
11.76,0.1306
11.7602,0.1318
11.7604,0.132
11.7606,0.1312
11.7608,0.1316
11.761,0.1314
11.7612,0.131
11.7614,0.1308
11.7616,0.1306
11.7618,0.131
11.762,0.1314
11.7622,0.1312
11.7624,0.1314
11.7626,0.1306
11.7628,0.1298
11.763,0.1302
11.7632,0.1308
11.7634,0.1314
11.7636,0.1306
11.7638,0.1312
11.764,0.1306
11.7642,0.1308
11.7644,0.1304
11.7646,0.1308
11.7648,0.1306
11.765,0.1304
11.7652,0.13
11.7654,0.131
11.7656,0.131
11.7658,0.1298
11.766,0.1298
11.7662,0.13
11.7664,0.13
11.7666,0.1298
11.7668,0.13
11.767,0.1294
11.7672,0.1298
11.7674,0.1294
11.7676,0.13
11.7678,0.1298
11.768,0.1306
11.7682,0.1304
11.7684,0.1296
11.7686,0.13
11.7688,0.1296
11.769,0.1292
11.7692,0.1296
11.7694,0.1286
11.7696,0.1298
11.7698,0.1292
11.77,0.1296
11.7702,0.1298
11.7704,0.1292
11.7706,0.1296
11.7708,0.1292
11.771,0.1294
11.7712,0.129
11.7714,0.1298
11.7716,0.1284
11.7718,0.1284
11.772,0.1292
11.7722,0.1286
11.7724,0.1286
11.7726,0.128
11.7728,0.1284
11.773,0.1284
11.7732,0.1286
11.7734,0.1274
11.7736,0.1284
11.7738,0.128
11.774,0.1272
11.7742,0.1276
11.7744,0.1282
11.7746,0.1288
11.7748,0.1284
11.775,0.1288
11.7752,0.1274
11.7754,0.1282
11.7756,0.1284
11.7758,0.129
11.776,0.1278
11.7762,0.1278
11.7764,0.1278
11.7766,0.128
11.7768,0.1278
11.777,0.1278
11.7772,0.1278
11.7774,0.1266
11.7776,0.1268
11.7778,0.1278
11.778,0.128
11.7782,0.127
11.7784,0.1266
11.7786,0.127
11.7788,0.127
11.779,0.1274
11.7792,0.1262
11.7794,0.1272
11.7796,0.1272
11.7798,0.1274
11.78,0.1272
11.7802,0.1272
11.7804,0.1272
11.7806,0.1266
11.7808,0.1272
11.781,0.1272
11.7812,0.127
11.7814,0.1268
11.7816,0.1274
11.7818,0.1276
11.782,0.127
11.7822,0.1268
11.7824,0.1266
11.7826,0.1264
11.7828,0.1264
11.783,0.126
11.7832,0.1266
11.7834,0.1262
11.7836,0.126
11.7838,0.1258
11.784,0.1266
11.7842,0.1264
11.7844,0.1264
11.7846,0.1272
11.7848,0.1262
11.785,0.1268
11.7852,0.1266
11.7854,0.1264
11.7856,0.1254
11.7858,0.1266
11.786,0.1262
11.7862,0.1264
11.7864,0.1258
11.7866,0.1262
11.7868,0.1262
11.787,0.1262
11.7872,0.1262
11.7874,0.1258
11.7876,0.1258
11.7878,0.1258
11.788,0.126
11.7882,0.1258
11.7884,0.1258
11.7886,0.125
11.7888,0.1256
11.789,0.1262
11.7892,0.1256
11.7894,0.1258
11.7896,0.1252
11.7898,0.1254
11.79,0.1258
11.7902,0.1254
11.7904,0.1254
11.7906,0.1252
11.7908,0.1256
11.791,0.1248
11.7912,0.1254
11.7914,0.1252
11.7916,0.1248
11.7918,0.1246
11.792,0.1252
11.7922,0.1248
11.7924,0.125
11.7926,0.125
11.7928,0.1252
11.793,0.1256
11.7932,0.1252
11.7934,0.1244
11.7936,0.1252
11.7938,0.1248
11.794,0.1246
11.7942,0.1244
11.7944,0.1256
11.7946,0.1248
11.7948,0.1254
11.795,0.125
11.7952,0.1252
11.7954,0.1252
11.7956,0.125
11.7958,0.1254
11.796,0.1248
11.7962,0.1246
11.7964,0.1248
11.7966,0.1254
11.7968,0.1244
11.797,0.1244
11.7972,0.1242
11.7974,0.1246
11.7976,0.125
11.7978,0.125
11.798,0.1244
11.7982,0.1244
11.7984,0.1248
11.7986,0.1244
11.7988,0.125
11.799,0.1248
11.7992,0.1244
11.7994,0.1244
11.7996,0.124
11.7998,0.1246
11.8,0.1238
11.8002,0.1242
11.8004,0.1246
11.8006,0.124
11.8008,0.1242
11.801,0.1248
11.8012,0.1244
11.8014,0.1234
11.8016,0.1238
11.8018,0.124
11.802,0.1242
11.8022,0.1246
11.8024,0.125
11.8026,0.1238
11.8028,0.1246
11.803,0.124
11.8032,0.1246
11.8034,0.1242
11.8036,0.1234
11.8038,0.1242
11.804,0.124
11.8042,0.124
11.8044,0.1252
11.8046,0.1238
11.8048,0.1248
11.805,0.1246
11.8052,0.1236
11.8054,0.1248
11.8056,0.1238
11.8058,0.123
11.806,0.1234
11.8062,0.1234
11.8064,0.124
11.8066,0.1232
11.8068,0.1242
11.807,0.124
11.8072,0.1246
11.8074,0.1234
11.8076,0.1234
11.8078,0.1234
11.808,0.1234
11.8082,0.1236
11.8084,0.123
11.8086,0.1236
11.8088,0.124
11.809,0.1232
11.8092,0.1232
11.8094,0.1232
11.8096,0.1234
11.8098,0.1236
11.81,0.1238
11.8102,0.1234
11.8104,0.123
11.8106,0.1234
11.8108,0.1232
11.811,0.1234
11.8112,0.1242
11.8114,0.124
11.8116,0.1246
11.8118,0.1246
11.812,0.1238
11.8122,0.124
11.8124,0.1238
11.8126,0.1232
11.8128,0.1238
11.813,0.1246
11.8132,0.1242
11.8134,0.1244
11.8136,0.124
11.8138,0.1244
11.814,0.1242
11.8142,0.123
11.8144,0.1248
11.8146,0.1236
11.8148,0.1234
11.815,0.1238
11.8152,0.1234
11.8154,0.1238
11.8156,0.1238
11.8158,0.124
11.816,0.1242
11.8162,0.124
11.8164,0.1232
11.8166,0.1244
11.8168,0.124
11.817,0.124
11.8172,0.1236
11.8174,0.1236
11.8176,0.123
11.8178,0.124
11.818,0.1244
11.8182,0.1234
11.8184,0.125
11.8186,0.1238
11.8188,0.1246
11.819,0.1238
11.8192,0.1246
11.8194,0.1242
11.8196,0.1238
11.8198,0.1236
11.82,0.1244
11.8202,0.1242
11.8204,0.1252
11.8206,0.1236
11.8208,0.1244
11.821,0.1232
11.8212,0.1244
11.8214,0.1236
11.8216,0.1238
11.8218,0.1234
11.822,0.124
11.8222,0.1242
11.8224,0.124
11.8226,0.1242
11.8228,0.1244
11.823,0.1246
11.8232,0.1236
11.8234,0.124
11.8236,0.1244
11.8238,0.1246
11.824,0.1248
11.8242,0.1238
11.8244,0.1242
11.8246,0.1252
11.8248,0.1248
11.825,0.1246
11.8252,0.125
11.8254,0.125
11.8256,0.124
11.8258,0.124
11.826,0.1242
11.8262,0.1254
11.8264,0.1244
11.8266,0.1244
11.8268,0.1246
11.827,0.1248
11.8272,0.1246
11.8274,0.1234
11.8276,0.1246
11.8278,0.1244
11.828,0.1254
11.8282,0.1254
11.8284,0.1254
11.8286,0.1246
11.8288,0.124
11.829,0.1244
11.8292,0.1242
